Age,Monthly_Income,Employment_Type,City_Tier,Total_Spend_Prev,Next_Month_Spend
46,5274.59,Salaried,Tier 3,3993.13,4275.08
47,3096.35,Salaried,Tier 3,2409.99,2481.43
32,3404.53,Salaried,Tier 1,2099.92,2035.9
59,3958.28,Salaried,Tier 2,2194.83,2404.21
23,3567.52,Freelancer,Tier 2,2277.48,2159.56
28,5055.14,Salaried,Tier 3,3762.42,3966.08
39,5541.83,Salaried,Tier 1,2676.6,2838.49
48,5335.81,Student,Tier 1,2808.34,2954.85
55,5338.0,Salaried,Tier 3,3306.53,3146.27
48,7506.49,Salaried,Tier 1,3482.03,3238.48
38,5635.53,Salaried,Tier 2,3272.95,3308.53
64,6175.95,Student,Tier 1,2988.99,3260.48
45,4378.08,Student,Tier 2,2434.53,2618.72
46,6416.01,Salaried,Tier 2,3639.87,3353.67
28,4306.47,Salaried,Tier 1,2905.1,2647.7
27,5617.17,Student,Tier 2,3722.65,4000.94
45,2942.95,Salaried,Tier 1,1964.66,2009.07
54,5249.35,Salaried,Tier 1,2716.95,2610.62
50,3536.93,Business,Tier 1,2379.5,2408.89
64,6404.05,Salaried,Tier 2,4180.03,3947.34
43,6313.81,Salaried,Tier 1,3326.06,3623.38
47,4300.06,Business,Tier 2,3206.11,3415.91
49,8074.36,Salaried,Tier 2,4311.4,4709.98
42,4571.18,Salaried,Tier 2,3110.63,2915.94
28,2581.97,Salaried,Tier 2,1573.86,1682.04
38,3831.32,Salaried,Tier 2,2210.19,2236.84
41,3433.79,Salaried,Tier 1,2079.92,2007.12
62,5569.4,Salaried,Tier 2,3688.88,3673.87
41,3146.96,Freelancer,Tier 1,2232.13,2909.66
43,4191.18,Business,Tier 3,2400.01,2491.91
49,5471.83,Salaried,Tier 3,2968.06,2884.91
61,5207.97,Freelancer,Tier 1,3476.09,3399.54
28,4981.03,Freelancer,Tier 2,3165.78,3436.97
22,5189.0,Freelancer,Tier 3,2760.21,2894.66
53,4444.25,Salaried,Tier 1,2465.83,2606.07
34,2594.37,Business,Tier 2,1157.66,1209.28
51,4404.74,Salaried,Tier 1,2874.77,2972.19
44,5703.12,Salaried,Tier 2,4359.68,4018.46
40,4794.6,Salaried,Tier 3,2472.23,2716.96
53,5587.23,Freelancer,Tier 2,2878.84,2852.57
51,4119.83,Salaried,Tier 2,3129.42,3189.58
50,6491.5,Salaried,Tier 3,2946.97,2799.12
50,2000.0,Freelancer,Tier 2,887.77,766.84
51,5212.16,Business,Tier 2,3475.04,3516.37
37,7023.32,Freelancer,Tier 2,5164.01,5880.89
61,7246.55,Salaried,Tier 2,3950.11,3852.89
40,4652.26,Salaried,Tier 3,3312.46,3032.34
39,3010.7,Freelancer,Tier 3,1945.56,2491.98
22,7049.71,Salaried,Tier 2,5083.81,5354.7
35,4922.2,Freelancer,Tier 2,2390.38,1753.01
23,4761.55,Salaried,Tier 1,2158.3,2240.57
49,3660.72,Student,Tier 3,1621.82,1484.22
51,3125.17,Salaried,Tier 2,1319.43,1282.87
59,5845.79,Salaried,Tier 2,2696.12,2682.17
25,6004.81,Business,Tier 1,3842.23,4058.9
22,5302.32,Salaried,Tier 3,2676.6,2589.96
29,3853.93,Salaried,Tier 1,1844.66,1827.57
50,3402.5,Business,Tier 1,2022.75,2074.67
60,2851.63,Salaried,Tier 2,1760.34,1804.03
24,4159.18,Salaried,Tier 2,2517.22,2526.16
53,3491.22,Salaried,Tier 1,2021.21,1951.87
31,2436.04,Salaried,Tier 2,1219.78,1261.24
31,5977.02,Salaried,Tier 1,2788.87,2976.92
40,3021.4,Freelancer,Tier 1,1954.47,1341.3
55,6475.88,Freelancer,Tier 1,3210.69,3237.02
54,5591.11,Salaried,Tier 3,3608.17,3729.94
44,5441.51,Salaried,Tier 1,2821.87,2966.23
49,7497.96,Student,Tier 1,4478.82,4730.94
53,3071.3,Student,Tier 2,1655.87,1706.63
28,6310.66,Salaried,Tier 2,4127.1,4109.16
50,4553.54,Business,Tier 2,2025.56,2084.63
29,8856.61,Freelancer,Tier 3,5657.99,5185.79
22,4428.81,Salaried,Tier 3,2849.63,2683.07
24,4186.54,Salaried,Tier 1,2930.89,3181.5
45,5638.3,Salaried,Tier 2,3389.8,3676.01
44,4686.64,Business,Tier 2,2708.75,2830.04
29,3862.31,Freelancer,Tier 1,2369.53,2445.84
58,3544.58,Freelancer,Tier 1,2247.76,2120.2
24,7187.31,Salaried,Tier 2,4411.6,4577.29
54,3254.81,Freelancer,Tier 1,1817.19,1750.51
49,5334.63,Freelancer,Tier 3,3718.15,4258.46
29,6584.28,Business,Tier 2,3220.75,2917.8
55,6656.74,Salaried,Tier 1,5123.17,4873.39
56,4097.52,Freelancer,Tier 1,2275.76,2667.66
53,4690.72,Salaried,Tier 3,2948.96,3207.7
45,4399.71,Freelancer,Tier 1,3065.72,3153.83
35,2697.47,Freelancer,Tier 2,1985.35,2181.42
53,5806.28,Salaried,Tier 2,2761.73,2576.97
64,5057.76,Freelancer,Tier 3,2960.1,2799.12
37,7160.88,Salaried,Tier 2,4979.08,4531.18
25,3765.19,Business,Tier 1,2937.5,3019.66
58,6633.04,Salaried,Tier 1,3904.05,3864.9
42,6738.85,Freelancer,Tier 2,4244.06,4537.4
35,5070.61,Student,Tier 3,2619.45,2870.58
52,2000.0,Salaried,Tier 1,1393.88,1366.63
39,4231.15,Salaried,Tier 2,1598.29,1536.51
28,7678.81,Salaried,Tier 1,4274.38,3975.69
31,5445.58,Salaried,Tier 3,2776.57,2578.66
28,6040.1,Salaried,Tier 2,2800.63,2811.04
54,4866.25,Freelancer,Tier 1,2140.25,2510.41
44,4664.84,Student,Tier 1,2871.79,2908.81
42,2198.98,Business,Tier 1,1527.58,1641.63
40,6192.11,Salaried,Tier 2,3697.62,3561.45
40,6619.52,Freelancer,Tier 2,4195.27,4229.98
57,3573.71,Business,Tier 1,2405.71,2483.29
50,4731.72,Salaried,Tier 3,3456.6,3304.99
39,4529.39,Salaried,Tier 2,2627.45,2572.96
23,5630.23,Salaried,Tier 2,3110.6,3167.18
22,4183.45,Business,Tier 1,2405.05,2174.61
26,6397.01,Salaried,Tier 1,3877.18,4176.97
41,5106.99,Freelancer,Tier 2,3995.08,3419.49
32,2000.0,Salaried,Tier 2,1155.02,1050.5
63,5664.08,Student,Tier 2,2767.74,2610.0
23,6494.53,Salaried,Tier 3,4762.08,4764.28
24,3271.91,Freelancer,Tier 2,2052.26,2184.24
44,5613.09,Salaried,Tier 1,3159.91,3122.09
33,7744.94,Salaried,Tier 3,4394.0,4028.66
41,5168.1,Freelancer,Tier 2,2866.09,2445.52
26,6712.44,Student,Tier 1,3528.65,3244.7
58,4336.77,Salaried,Tier 1,2737.61,2589.62
59,4973.05,Salaried,Tier 2,3250.43,3382.6
51,4693.07,Salaried,Tier 3,2735.66,2776.86
30,4419.32,Salaried,Tier 1,2880.56,2784.9
55,4778.42,Salaried,Tier 1,3299.63,3142.06
56,2553.98,Freelancer,Tier 2,1323.37,1447.53
43,4503.68,Student,Tier 3,2880.34,3034.65
45,7006.71,Salaried,Tier 1,4317.89,4596.0
38,3554.46,Salaried,Tier 3,2370.37,2145.83
31,3400.8,Salaried,Tier 1,2121.87,1934.97
51,5091.82,Salaried,Tier 1,2241.25,2336.56
44,5166.77,Salaried,Tier 1,3040.47,2853.07
53,5566.2,Salaried,Tier 1,2754.22,2713.26
38,4829.39,Salaried,Tier 1,2741.86,2568.66
38,5107.8,Salaried,Tier 3,3684.67,3446.69
35,4473.67,Salaried,Tier 1,1996.33,1840.25
30,3086.31,Salaried,Tier 1,2258.97,2301.56
61,4892.91,Salaried,Tier 1,2493.15,2612.48
23,6086.9,Business,Tier 2,3733.49,3402.58
46,5772.58,Freelancer,Tier 3,3086.82,3392.83
60,2383.64,Business,Tier 1,1264.82,1304.88
30,5377.89,Salaried,Tier 2,3252.57,3182.52
43,3660.85,Salaried,Tier 1,2230.91,2322.23
64,7088.25,Salaried,Tier 2,4410.63,4639.3
25,5489.4,Salaried,Tier 1,3191.51,2892.97
47,6344.43,Freelancer,Tier 2,4522.23,4437.12
50,5031.75,Salaried,Tier 2,3098.67,3240.67
55,4900.92,Salaried,Tier 2,2862.94,2793.32
44,7243.77,Salaried,Tier 1,4262.7,3841.4
58,6459.16,Salaried,Tier 1,3066.98,2966.57
32,5176.79,Student,Tier 2,2777.78,2984.81
27,4700.5,Salaried,Tier 2,2669.49,2910.78
39,2439.24,Freelancer,Tier 1,1148.4,1865.79
42,5486.85,Salaried,Tier 3,2498.61,2401.84
63,4810.84,Student,Tier 2,3384.58,3361.61
57,5830.93,Salaried,Tier 1,3285.85,3112.49
62,6286.73,Freelancer,Tier 1,4303.59,3984.39
59,6849.38,Salaried,Tier 3,3525.18,3520.62
55,5505.49,Freelancer,Tier 1,3822.05,3678.99
38,3430.46,Salaried,Tier 3,1931.18,1823.99
58,2000.0,Salaried,Tier 2,1321.13,1429.34
46,3762.95,Business,Tier 1,2913.2,2719.9
59,7000.23,Student,Tier 2,4725.02,4780.22
33,7735.24,Salaried,Tier 1,3788.79,3998.23
44,4643.15,Business,Tier 1,2924.56,2756.92
63,2808.56,Salaried,Tier 1,1685.25,1616.64
43,4027.38,Business,Tier 3,2429.42,2211.49
42,6706.71,Freelancer,Tier 2,4039.39,4465.32
48,4113.48,Salaried,Tier 1,2915.94,2908.34
52,5883.69,Business,Tier 1,3599.19,3285.56
27,5252.84,Business,Tier 2,3260.28,3475.54
48,6065.0,Salaried,Tier 1,3141.03,3184.59
61,7727.02,Freelancer,Tier 1,5059.02,4175.59
55,5884.67,Salaried,Tier 1,3625.46,3589.85
33,5220.37,Business,Tier 2,3756.94,3707.66
28,7892.56,Freelancer,Tier 1,6010.45,5836.19
31,5524.33,Salaried,Tier 2,3910.54,3848.27
38,3810.58,Freelancer,Tier 2,2042.41,2084.46
47,6031.2,Salaried,Tier 3,3239.78,3369.33
42,5671.18,Salaried,Tier 2,3174.29,2860.35
49,4538.15,Salaried,Tier 2,2830.4,2607.57
23,4223.62,Salaried,Tier 2,1883.66,2041.38
64,4552.61,Freelancer,Tier 3,2133.62,2322.48
22,4202.17,Salaried,Tier 2,2140.32,2001.71
57,4601.36,Salaried,Tier 2,2255.59,2387.87
47,3735.81,Freelancer,Tier 1,1690.22,1104.49
50,5579.23,Salaried,Tier 3,2913.86,2745.56
42,5466.8,Salaried,Tier 1,3255.62,3394.7
32,5517.8,Salaried,Tier 1,2705.39,2767.69
61,4906.45,Freelancer,Tier 2,3345.82,4021.81
32,4733.51,Salaried,Tier 3,2508.52,2652.96
57,7163.01,Salaried,Tier 2,5309.96,5480.87
60,5101.11,Salaried,Tier 2,3041.01,3318.48
61,6895.65,Business,Tier 3,4970.66,5332.75
56,3505.38,Salaried,Tier 2,2136.47,2020.66
55,5883.77,Student,Tier 2,4136.35,4478.48
45,3897.95,Freelancer,Tier 2,2381.19,2389.17
43,4165.77,Business,Tier 3,2908.65,3040.44
26,4382.14,Salaried,Tier 2,2596.67,2777.4
54,4288.1,Salaried,Tier 3,2402.55,2371.97
57,4295.59,Student,Tier 1,2757.83,2510.46
41,6825.91,Salaried,Tier 1,4897.43,5337.86
40,5068.12,Salaried,Tier 1,3074.58,2811.69
56,5337.58,Salaried,Tier 2,3667.22,3555.82
64,4314.26,Student,Tier 3,2908.8,2964.91
38,6285.41,Freelancer,Tier 1,4037.25,3843.62
64,5532.58,Salaried,Tier 1,3463.29,3697.55
55,4536.61,Freelancer,Tier 1,2753.37,2912.49
30,2623.57,Salaried,Tier 2,1409.29,1546.27
47,5324.44,Freelancer,Tier 1,3332.1,3196.23
23,5863.52,Salaried,Tier 1,3111.53,3176.59
30,3531.73,Business,Tier 3,2205.7,2276.28
30,4556.91,Salaried,Tier 1,3049.08,3069.57
61,5805.74,Salaried,Tier 2,3118.83,3050.9
38,2643.61,Salaried,Tier 2,1608.16,1560.47
22,4026.72,Salaried,Tier 2,1717.4,1851.93
46,5565.36,Freelancer,Tier 1,3292.58,3050.78
64,6657.53,Salaried,Tier 3,4322.83,4602.34
61,8278.67,Salaried,Tier 2,3826.19,3836.96
63,7937.98,Salaried,Tier 1,5044.23,4849.55
46,5215.65,Salaried,Tier 1,2808.33,2579.03
60,4273.66,Salaried,Tier 1,3045.74,2938.34
56,6384.68,Salaried,Tier 2,3236.28,3482.31
24,4184.61,Salaried,Tier 2,2853.92,2974.9
58,3856.86,Salaried,Tier 1,2151.78,2274.79
51,4542.1,Salaried,Tier 1,2864.66,3021.32
59,4353.99,Student,Tier 3,2763.76,2553.7
55,5618.95,Freelancer,Tier 3,2336.88,2116.18
33,4096.4,Salaried,Tier 2,2921.05,2814.28
40,5127.68,Freelancer,Tier 2,2387.02,2099.88
58,7392.43,Business,Tier 3,4768.2,4354.4
38,5183.21,Salaried,Tier 2,2750.32,2559.7
31,7275.11,Business,Tier 2,4612.42,4941.03
33,6803.08,Salaried,Tier 1,4298.45,4375.01
37,5888.06,Business,Tier 2,3668.61,3552.89
45,4468.77,Salaried,Tier 1,2798.57,2813.39
40,6560.76,Salaried,Tier 1,3281.73,3125.07
29,4625.04,Salaried,Tier 3,2890.67,2939.14
52,4996.99,Student,Tier 2,3009.24,2753.23
42,5495.3,Freelancer,Tier 3,3318.94,3492.6
38,4991.95,Salaried,Tier 2,2617.82,2481.92
44,3919.6,Salaried,Tier 3,2261.49,2405.81
58,2709.35,Salaried,Tier 1,1596.58,1647.67
37,6438.7,Salaried,Tier 2,3408.26,3423.94
27,5855.51,Salaried,Tier 1,3381.71,3672.4
29,2419.08,Salaried,Tier 1,1399.59,1303.53
46,3879.82,Business,Tier 1,2735.03,2526.77
39,5268.6,Freelancer,Tier 2,3501.21,3366.04
46,5663.86,Salaried,Tier 1,2632.87,2806.76
33,2722.32,Salaried,Tier 2,1391.78,1262.4
36,4866.14,Student,Tier 1,2981.96,2826.54
47,5809.48,Freelancer,Tier 1,4023.36,3712.1
62,4472.73,Freelancer,Tier 2,3291.24,3397.9
47,5383.74,Student,Tier 3,3503.94,3363.3
53,4268.67,Freelancer,Tier 1,2537.14,2565.3
31,6363.79,Salaried,Tier 2,4620.39,4469.63
37,3801.07,Salaried,Tier 3,2331.34,2141.13
28,3286.88,Student,Tier 2,2327.2,2438.29
38,5043.39,Salaried,Tier 2,3296.02,3270.56
44,2849.71,Salaried,Tier 1,1232.53,1309.57
47,2000.0,Salaried,Tier 2,1306.64,1357.52
42,6625.6,Freelancer,Tier 1,3884.61,3560.99
43,3523.66,Student,Tier 2,2165.21,2165.24
28,2999.52,Salaried,Tier 3,1842.98,2023.91
35,3782.36,Salaried,Tier 2,2520.31,2423.46
36,3715.02,Business,Tier 1,1808.26,1805.72
28,4786.83,Salaried,Tier 3,2667.27,2748.37
30,3359.77,Salaried,Tier 2,2226.58,2093.99
29,5747.28,Student,Tier 3,3419.37,3557.86
44,5969.35,Salaried,Tier 2,3850.02,3973.05
50,3087.51,Salaried,Tier 1,2082.3,2030.22
39,4072.86,Freelancer,Tier 2,2829.14,2580.47
52,4215.41,Salaried,Tier 2,2336.21,2532.03
51,4752.49,Student,Tier 1,2950.74,2730.63
60,6624.03,Salaried,Tier 2,3354.08,3308.49
56,6710.47,Salaried,Tier 2,3877.62,4084.67
39,8748.3,Salaried,Tier 2,5662.21,5263.74
63,2000.0,Salaried,Tier 1,1095.1,1189.92
60,3613.56,Business,Tier 2,1701.2,1710.13
38,7721.01,Freelancer,Tier 1,4437.68,5188.28
35,2298.95,Student,Tier 2,1187.0,1169.03
52,7686.9,Salaried,Tier 1,4300.54,4616.59
45,5221.03,Freelancer,Tier 1,3541.64,3769.82
56,5276.2,Salaried,Tier 1,2628.03,2565.0
55,3080.3,Business,Tier 1,2150.02,2168.25
24,4323.26,Freelancer,Tier 2,1973.38,1975.03
58,7621.06,Salaried,Tier 3,4650.49,4527.73
64,4928.48,Salaried,Tier 2,2805.79,2541.11
61,4333.25,Salaried,Tier 2,2405.08,2542.62
47,5608.58,Salaried,Tier 3,3470.67,3796.45
44,4711.67,Student,Tier 3,3314.11,3492.76
60,5517.73,Salaried,Tier 3,3653.8,3667.11
36,3725.39,Salaried,Tier 1,2438.77,2598.52
25,4884.27,Salaried,Tier 2,2505.44,2684.77
50,4038.39,Freelancer,Tier 3,2821.18,3140.03
43,2294.05,Salaried,Tier 3,1439.39,1565.24
46,5722.94,Salaried,Tier 2,3968.91,3595.97
34,3149.34,Salaried,Tier 1,2165.27,1953.11
39,4752.89,Freelancer,Tier 3,2790.13,2424.8
54,6389.1,Salaried,Tier 2,3738.74,3408.13
37,2753.28,Freelancer,Tier 1,1960.68,2079.26
63,5907.03,Salaried,Tier 1,3700.92,4026.84
23,4550.28,Salaried,Tier 2,2452.79,2538.75
56,3550.21,Salaried,Tier 1,2230.83,2301.97
63,8034.38,Salaried,Tier 1,5840.75,5706.28
55,4999.17,Salaried,Tier 3,3526.88,3550.7
51,4147.86,Salaried,Tier 1,2630.92,2527.88
34,3829.68,Freelancer,Tier 2,2381.77,2453.36
34,6321.74,Salaried,Tier 3,3625.1,3803.93
39,4081.92,Salaried,Tier 2,2800.6,2833.48
53,6134.78,Business,Tier 1,3950.71,3886.61
53,4996.28,Salaried,Tier 2,2734.05,2922.66
56,6674.28,Freelancer,Tier 1,3031.27,2726.09
60,3436.19,Business,Tier 1,2280.75,2272.3
50,3645.41,Salaried,Tier 2,2752.13,3015.31
50,4578.49,Freelancer,Tier 3,2959.24,2596.49
37,4702.9,Salaried,Tier 2,3168.07,2855.25
31,4468.16,Salaried,Tier 1,2622.81,2639.72
51,8947.16,Salaried,Tier 2,6952.55,6725.78
46,8094.87,Salaried,Tier 1,4225.46,4049.02
60,5448.58,Salaried,Tier 2,3689.64,3760.66
41,5625.46,Salaried,Tier 1,3451.47,3414.4
26,4645.35,Salaried,Tier 3,2921.38,3057.42
22,3425.26,Salaried,Tier 1,2348.41,2126.31
51,4726.89,Salaried,Tier 1,2655.25,2881.95
24,6156.68,Salaried,Tier 2,4252.34,4309.82
35,6958.44,Salaried,Tier 1,3241.4,3360.73
51,6493.56,Salaried,Tier 2,4160.67,4247.7
25,2735.34,Salaried,Tier 3,1501.53,1648.41
39,4566.16,Salaried,Tier 1,2587.89,2839.58
58,2796.7,Business,Tier 1,1481.02,1513.57
46,6753.27,Business,Tier 3,3569.96,3701.31
22,4381.42,Salaried,Tier 2,2647.97,2710.77
36,4929.33,Freelancer,Tier 3,1907.13,1486.97
30,5720.08,Salaried,Tier 1,3675.05,3449.12
36,9149.21,Salaried,Tier 1,6708.91,6578.44
45,5402.41,Student,Tier 1,2458.14,2547.98
25,4642.59,Salaried,Tier 1,2781.67,2534.65
33,3138.44,Student,Tier 2,2116.17,2122.23
58,7187.96,Salaried,Tier 1,4737.85,4651.05
58,4727.55,Salaried,Tier 2,3248.81,3266.66
64,7485.71,Salaried,Tier 1,5071.92,5437.33
27,6658.42,Salaried,Tier 3,3448.7,3136.67
60,4305.57,Salaried,Tier 1,3402.62,3582.02
45,2911.59,Salaried,Tier 1,1991.49,2057.97
32,5408.85,Freelancer,Tier 2,3301.56,2771.51
34,4077.64,Salaried,Tier 1,2483.48,2599.8
55,5059.02,Salaried,Tier 2,3450.58,3448.07
46,6573.57,Salaried,Tier 2,3633.94,3620.15
28,2519.63,Business,Tier 3,1788.61,1782.56
25,5396.92,Salaried,Tier 2,3287.0,3582.33
29,6139.39,Salaried,Tier 2,3839.1,4180.29
41,6212.17,Student,Tier 3,3976.48,4305.42
50,2954.69,Salaried,Tier 3,1542.51,1661.82
31,5629.0,Salaried,Tier 2,4135.64,3753.17
64,6805.3,Business,Tier 2,4192.34,4109.0
55,5514.85,Freelancer,Tier 2,3327.57,3908.71
47,4826.46,Salaried,Tier 1,2710.38,2848.68
62,6709.42,Salaried,Tier 3,4308.6,4271.25
24,3958.52,Freelancer,Tier 2,2156.79,2280.86
27,2705.25,Salaried,Tier 1,1601.45,1507.99
26,4699.1,Student,Tier 1,2389.25,2436.93
26,5802.57,Salaried,Tier 1,3329.36,3351.34
44,6558.41,Salaried,Tier 1,3786.93,3842.64
30,5795.75,Salaried,Tier 1,3365.4,3514.69
56,6253.73,Freelancer,Tier 2,3610.0,3557.36
41,6567.97,Business,Tier 1,4340.7,4135.83
63,4490.93,Freelancer,Tier 2,3260.57,3470.9
56,4778.09,Student,Tier 1,3245.95,3340.17
39,6930.75,Salaried,Tier 1,3155.63,3278.79
38,3184.76,Salaried,Tier 2,2002.98,1974.51
45,5643.7,Business,Tier 3,2733.94,2977.03
24,3924.94,Business,Tier 2,2158.45,2149.67
53,6650.39,Business,Tier 2,2688.26,2484.81
56,4973.1,Freelancer,Tier 2,3199.03,3199.26
59,5011.39,Salaried,Tier 1,3118.27,2886.81
34,7593.32,Salaried,Tier 1,4036.33,3893.18
46,3385.94,Student,Tier 1,1653.13,1563.2
30,5323.73,Salaried,Tier 2,3966.26,3997.14
25,4729.81,Salaried,Tier 2,2752.06,2668.12
35,5798.62,Freelancer,Tier 2,3247.72,3122.3
58,7894.0,Salaried,Tier 1,5046.57,5340.09
55,4092.14,Business,Tier 2,2599.2,2582.82
32,3203.9,Salaried,Tier 1,1855.31,1838.41
62,3786.01,Freelancer,Tier 1,2389.85,2876.99
24,4650.77,Freelancer,Tier 1,2245.31,2419.09
49,5096.35,Salaried,Tier 2,2576.83,2685.0
50,5171.79,Salaried,Tier 1,3350.57,3235.35
30,7703.99,Salaried,Tier 2,5363.63,5429.38
24,7437.26,Salaried,Tier 3,3455.02,3611.47
46,6954.42,Salaried,Tier 1,4009.54,3846.33
55,8771.66,Salaried,Tier 2,5373.05,5575.65
33,6236.15,Salaried,Tier 1,3744.21,3795.7
63,6662.53,Salaried,Tier 1,3109.93,3069.0
30,6207.16,Salaried,Tier 1,4157.42,4334.5
36,5961.36,Freelancer,Tier 3,3682.3,3536.58
61,5591.59,Salaried,Tier 2,3050.16,3181.02
46,4404.71,Business,Tier 2,3181.06,3213.58
26,3129.83,Freelancer,Tier 1,1932.75,1773.87
32,4804.02,Freelancer,Tier 3,3193.99,2885.92
55,5848.66,Business,Tier 3,3183.76,3428.75
45,5108.39,Salaried,Tier 2,2401.16,2309.93
36,3402.0,Business,Tier 3,2456.24,2609.67
59,4751.18,Salaried,Tier 1,3016.27,2917.41
29,4673.0,Business,Tier 2,2653.71,2824.14
26,4906.47,Business,Tier 2,3830.57,3486.7
47,5736.37,Salaried,Tier 2,3453.12,3112.79
39,6059.39,Salaried,Tier 3,3692.83,3407.2
27,4249.92,Salaried,Tier 1,1852.26,1990.79
58,6471.68,Freelancer,Tier 1,4148.01,4394.95
34,6697.46,Salaried,Tier 1,4773.74,4863.58
49,5480.45,Salaried,Tier 3,3579.32,3824.29
26,5997.13,Salaried,Tier 3,2938.94,2674.82
34,6476.35,Salaried,Tier 2,4641.27,4536.48
38,3353.53,Student,Tier 2,1766.63,1817.18
61,6582.1,Freelancer,Tier 2,3869.71,3666.43
53,3814.91,Salaried,Tier 2,2737.56,2481.4
50,3960.95,Salaried,Tier 1,2493.17,2568.44
24,5294.43,Salaried,Tier 2,2948.71,2884.67
61,2000.0,Salaried,Tier 2,1099.19,993.49
55,5263.43,Business,Tier 2,3939.81,3680.2
61,6472.67,Salaried,Tier 1,3221.27,3039.32
48,2531.11,Salaried,Tier 2,1586.33,1589.7
34,6633.51,Business,Tier 3,3675.86,3445.29
54,3951.82,Student,Tier 2,2096.69,2038.54
27,5310.29,Salaried,Tier 2,3023.18,3174.74
45,4169.64,Salaried,Tier 2,3273.74,3475.22
40,5859.38,Salaried,Tier 2,4408.01,4668.45
37,6537.42,Freelancer,Tier 1,4066.54,4082.19
61,5970.52,Student,Tier 2,2479.97,2500.71
49,4994.03,Salaried,Tier 2,3140.65,3172.46
54,4286.22,Salaried,Tier 2,2620.68,2858.31
62,4896.05,Business,Tier 2,2810.42,3022.81
34,5983.96,Freelancer,Tier 2,3667.18,3690.27
64,6035.4,Student,Tier 2,3433.07,3411.44
46,5826.24,Salaried,Tier 2,3350.0,3503.48
63,3076.13,Salaried,Tier 3,1453.38,1326.27
57,4965.47,Salaried,Tier 2,3105.96,3382.15
48,4049.86,Salaried,Tier 3,1772.67,1789.54
59,5997.39,Salaried,Tier 2,3575.6,3577.6
28,3852.54,Salaried,Tier 1,2395.31,2295.11
26,5678.08,Salaried,Tier 3,4217.6,3798.7
64,4576.72,Business,Tier 2,2162.14,1972.41
52,2181.36,Salaried,Tier 3,1469.83,1400.16
44,6396.44,Freelancer,Tier 2,3412.73,3769.38
63,4962.07,Salaried,Tier 1,3315.67,3039.52
31,6913.97,Business,Tier 1,4462.59,4883.91
53,2502.04,Salaried,Tier 2,1196.17,1174.86
64,4562.72,Freelancer,Tier 3,3105.75,3069.75
51,4675.39,Salaried,Tier 2,2013.9,2024.05
60,5405.31,Salaried,Tier 1,3689.67,3368.66
52,3012.22,Freelancer,Tier 2,1719.92,1123.21
39,5816.06,Salaried,Tier 2,3846.02,3815.47
57,7867.49,Salaried,Tier 1,4999.13,4677.52
23,5711.81,Business,Tier 1,3160.84,2947.0
35,5139.31,Business,Tier 1,2708.92,2633.58
34,2933.81,Salaried,Tier 1,1734.29,1759.73
50,3838.63,Salaried,Tier 1,2333.58,2294.8
33,4916.23,Salaried,Tier 1,3012.66,3070.99
60,4205.34,Salaried,Tier 3,2900.08,3019.26
23,6539.38,Student,Tier 1,3555.39,3732.09
53,5800.55,Salaried,Tier 1,3375.24,3308.38
34,9038.57,Salaried,Tier 1,4711.96,4916.46
48,3528.71,Student,Tier 2,1406.73,1305.87
62,5049.67,Salaried,Tier 2,2915.44,2923.07
38,2924.76,Freelancer,Tier 1,1596.29,1283.05
61,2000.0,Salaried,Tier 2,1445.5,1371.52
52,6084.08,Salaried,Tier 2,4400.98,4474.2
55,5744.92,Salaried,Tier 1,3375.25,3537.54
45,3718.11,Salaried,Tier 2,2469.48,2269.6
56,5139.54,Salaried,Tier 2,3023.46,2846.33
27,4056.1,Salaried,Tier 1,2582.11,2836.14
40,4258.69,Salaried,Tier 2,2897.24,2803.18
51,4519.57,Salaried,Tier 3,2669.38,2554.08
28,3655.15,Salaried,Tier 2,2270.71,2082.36
31,3925.03,Salaried,Tier 1,2569.11,2669.22
62,3967.35,Salaried,Tier 3,2887.66,2892.43
53,5634.32,Freelancer,Tier 2,3720.16,3405.21
55,2000.0,Salaried,Tier 1,1253.32,1286.63
49,4658.56,Salaried,Tier 2,3197.33,3213.8
36,3368.48,Freelancer,Tier 2,2253.69,2050.76
51,3422.67,Salaried,Tier 3,1631.75,1793.24
58,4211.52,Freelancer,Tier 1,2857.75,2480.55
50,4978.49,Freelancer,Tier 1,3285.03,3748.97
43,4678.38,Salaried,Tier 2,2966.55,3169.4
25,3403.91,Salaried,Tier 3,1774.3,1744.26
41,6082.54,Student,Tier 1,4538.63,4884.43
53,3646.09,Salaried,Tier 3,1751.83,1803.88
57,3897.94,Business,Tier 2,2657.85,2864.82
25,5426.74,Salaried,Tier 2,3407.83,3472.4
48,5480.55,Salaried,Tier 2,3155.31,2976.19
38,4082.45,Salaried,Tier 1,3328.17,3378.9
33,2000.0,Salaried,Tier 2,1177.06,1101.5
43,3671.76,Salaried,Tier 3,1968.95,1827.51
38,5242.83,Freelancer,Tier 1,2746.11,2939.3
31,6032.91,Student,Tier 2,2472.56,2693.84
22,4881.06,Business,Tier 1,2325.65,2366.82
43,4281.52,Salaried,Tier 1,2786.32,2951.15
47,8439.82,Business,Tier 2,4961.84,4632.74
39,4441.27,Business,Tier 1,3157.62,3255.01
35,5918.35,Student,Tier 2,3507.3,3670.72
50,2997.42,Salaried,Tier 2,1738.74,1579.33
33,3364.75,Freelancer,Tier 3,1918.33,1486.45
